id,nhogar,miembro,comuna,dominio,edad,parentesco_jefe,situacion_conyugal,num_miembro_padre,num_miembro_madre,estado_ocupacional,cat_ocupacional,calidad_ingresos_lab,ingreso_total_lab,calidad_ingresos_no_lab,ingreso_total_no_lab,calidad_ingresos_totales,ingresos_totales,calidad_ingresos_familiares,ingresos_familiares,ingreso_per_capita_familiar,estado_educativo,sector_educativo,nivel_actual,nivel_max_educativo,años_escolaridad,lugar_nacimiento,afiliacion_salud,cantidad_hijos_nac_vivos,ingreso_total_lab_USD,ingreso_total_no_lab_USD,ingresos_totales_USD,ingresos_familiares_USD,ingreso_per_capita_familiar_USD,sexo_Mujer,sexo_Varon,hijos_nacidos_vivos_No,hijos_nacidos_vivos_Si,sist_de_salud_Sistema privado,sist_de_salud_Sistema público,ingresos_totales_USD_cat
1193,1,1,4,0,36,2,3,No corresponde,No corresponde,2,0,2,25000,1,0,2,25000,1,25000,25000,0,0,13,1,15,2,1,0,394.6329913180742,0.0,394.6329913180742,394.6329913180742,394.6329913180742,0,1,1,0,1,0,1
1194,1,1,6,0,36,2,5,No corresponde,No corresponde,2,0,2,30000,1,0,2,30000,1,80000,20000,0,3,13,1,12,0,1,0,473.559589581689,0.0,473.559589581689,1262.8255722178374,315.70639305445934,0,1,1,0,1,0,2
1194,1,2,6,0,39,0,5,No corresponde,No corresponde,2,0,2,50000,1,0,2,50000,1,80000,20000,1,1,1,5,15,0,3,2,789.2659826361484,0.0,789.2659826361484,1262.8255722178374,315.70639305445934,1,0,0,1,1,0,2
1194,1,3,6,0,5,1,2,1,2,1,1,0,0,0,0,0,0,1,80000,20000,0,2,8,6,0,0,1,0,0.0,0.0,0.0,1262.8255722178374,315.70639305445934,0,1,1,0,1,0,4
1194,1,4,6,0,1,1,2,1,2,1,1,0,0,0,0,0,0,1,80000,20000,0,0,0,6,0,0,1,0,0.0,0.0,0.0,1262.8255722178374,315.70639305445934,0,1,1,0,1,0,4
1195,1,1,12,0,36,2,5,No corresponde,No corresponde,2,4,3,20000,1,0,3,20000,2,40000,20000,0,0,13,1,15,1,1,0,315.70639305445934,0.0,315.70639305445934,631.4127861089187,315.70639305445934,1,0,1,0,1,0,1
1195,1,2,12,0,34,0,5,No corresponde,No corresponde,2,4,3,20000,1,0,3,20000,2,40000,20000,0,0,12,1,12,6,1,0,315.70639305445934,0.0,315.70639305445934,631.4127861089187,315.70639305445934,0,1,1,0,1,0,1
1196,1,1,10,0,36,2,3,No corresponde,No corresponde,2,0,3,40000,1,0,3,40000,2,40000,40000,0,2,13,1,15,1,1,0,631.4127861089187,0.0,631.4127861089187,631.4127861089187,631.4127861089187,1,0,1,0,1,0,2
1197,1,1,2,0,36,2,0,No corresponde,No corresponde,2,0,3,45000,1,0,3,45000,2,110000,55000,0,2,13,1,14,0,3,0,710.3393843725336,0.0,710.3393843725336,1736.3851617995265,868.1925808997632,0,1,1,0,1,0,2
1197,1,2,2,0,37,0,0,No corresponde,No corresponde,2,0,3,65000,1,0,3,65000,2,110000,55000,0,0,13,1,12,0,3,0,1026.0457774269928,0.0,1026.0457774269928,1736.3851617995265,868.1925808997632,1,0,1,0,1,0,2
1198,1,1,3,0,36,2,4,No corresponde,No corresponde,2,0,3,35000,1,0,3,35000,2,35000,35000,0,0,13,1,14,0,1,0,552.4861878453039,0.0,552.4861878453039,552.4861878453039,552.4861878453039,0,1,1,0,1,0,2
1199,1,1,3,0,36,2,0,No corresponde,No corresponde,2,0,3,65000,1,0,3,65000,2,105000,52500,0,0,13,1,12,1,1,0,1026.0457774269928,0.0,1026.0457774269928,1657.4585635359117,828.7292817679557,0,1,1,0,1,0,2
1199,1,2,3,0,29,0,0,No corresponde,No corresponde,2,0,3,40000,1,0,3,40000,2,105000,52500,1,1,1,5,17,0,1,0,631.4127861089187,0.0,631.4127861089187,1657.4585635359117,828.7292817679557,1,0,1,0,1,0,2
1200,1,1,1,0,36,2,4,No corresponde,No corresponde,2,0,3,10500,1,0,3,10500,2,37500,18750,0,0,13,1,12,6,3,0,165.74585635359117,0.0,165.74585635359117,591.9494869771113,295.97474348855565,0,1,1,0,1,0,3
1200,1,2,1,0,29,4,4,No corresponde,No corresponde,2,0,3,27000,1,0,3,27000,2,37500,18750,0,0,13,1,15,6,1,0,426.2036306235201,0.0,426.2036306235201,591.9494869771113,295.97474348855565,1,0,1,0,1,0,1
1201,1,1,14,0,36,2,3,No corresponde,No corresponde,2,0,1,0,2,30000,2,30000,1,30000,30000,0,0,13,1,15,0,2,0,0.0,473.559589581689,473.559589581689,473.559589581689,473.559589581689,1,0,1,0,1,0,2
1202,1,1,8,0,36,2,3,No corresponde,No corresponde,2,0,3,20000,3,11100,3,31100,2,31100,15550,0,0,13,1,12,6,1,1,315.70639305445934,175.21704814522494,490.9234411996843,490.9234411996843,245.46172059984212,1,0,0,1,1,0,2
1202,1,2,8,0,14,1,4,Padre no vive en el hogar,1,1,1,1,0,1,0,1,0,2,31100,15550,0,3,11,0,7,0,1,0,0.0,0.0,0.0,490.9234411996843,245.46172059984212,0,1,1,0,1,0,4
1203,1,1,7,1,36,2,4,No corresponde,No corresponde,2,4,3,1800,3,3100,3,4900,2,9600,4800,0,0,13,1,15,4,4,0,28.41357537490134,48.9344909234412,77.34806629834254,151.53906866614048,75.76953433307024,1,0,1,0,0,1,3
1203,1,2,7,1,76,6,4,No corresponde,No corresponde,2,4,3,3200,3,1500,3,4700,2,9600,4800,1,1,1,2,7,4,4,2,50.51302288871349,23.677979479084453,74.19100236779795,151.53906866614048,75.76953433307024,1,0,0,1,0,1,3
1204,1,1,2,0,36,2,5,No corresponde,No corresponde,2,0,3,50000,1,0,3,50000,1,114000,28500,0,0,3,5,18,1,0,1,789.2659826361484,0.0,789.2659826361484,1799.5264404104182,449.88161010260455,1,0,0,1,1,0,2
1204,1,2,2,0,35,0,5,No corresponde,No corresponde,2,0,3,50000,1,0,3,50000,1,114000,28500,1,1,1,5,17,5,0,0,789.2659826361484,0.0,789.2659826361484,1799.5264404104182,449.88161010260455,0,1,1,0,1,0,2
1204,1,3,2,0,2,1,2,2,1,1,1,0,0,0,0,0,0,1,114000,28500,2,1,1,6,0,0,0,0,0.0,0.0,0.0,1799.5264404104182,449.88161010260455,0,1,1,0,1,0,4
1204,1,4,2,0,67,6,6,No corresponde,No corresponde,2,0,2,14000,1,0,2,14000,1,114000,28500,1,1,1,5,17,5,4,2,220.99447513812157,0.0,220.99447513812157,1799.5264404104182,449.88161010260455,1,0,0,1,0,1,1
1205,1,1,14,0,36,2,3,No corresponde,No corresponde,2,0,3,73000,1,0,3,73000,2,73000,73000,0,3,3,5,17,6,2,0,1152.3283346487767,0.0,1152.3283346487767,1152.3283346487767,1152.3283346487767,1,0,1,0,1,0,2
1206,1,1,11,0,36,2,0,No corresponde,No corresponde,2,0,3,60000,1,0,3,60000,2,120000,40000,0,0,3,5,18,6,1,1,947.119179163378,0.0,947.119179163378,1894.238358326756,631.4127861089187,1,0,0,1,1,0,2
1206,1,2,11,0,36,0,0,No corresponde,No corresponde,2,0,3,60000,1,0,3,60000,2,120000,40000,1,1,1,5,17,0,1,0,947.119179163378,0.0,947.119179163378,1894.238358326756,631.4127861089187,0,1,1,0,1,0,2
1206,1,3,11,0,1,1,2,2,1,1,1,0,0,0,0,0,0,2,120000,40000,2,1,1,6,0,0,1,0,0.0,0.0,0.0,1894.238358326756,631.4127861089187,1,0,1,0,1,0,4
1207,1,1,2,0,36,2,4,No corresponde,No corresponde,2,0,3,75000,1,0,3,75000,2,75000,75000,0,3,3,5,18,2,3,0,1183.8989739542226,0.0,1183.8989739542226,1183.8989739542226,1183.8989739542226,1,0,1,0,1,0,2
1208,1,1,2,0,36,2,4,No corresponde,No corresponde,2,0,3,70000,1,0,3,70000,2,70000,70000,0,0,3,5,18,6,0,0,1104.9723756906078,0.0,1104.9723756906078,1104.9723756906078,1104.9723756906078,1,0,1,0,1,0,2
1209,1,1,1,0,36,2,4,No corresponde,No corresponde,2,0,3,53300,1,0,3,53300,2,53300,53300,0,0,3,5,18,1,1,0,841.3575374901342,0.0,841.3575374901342,841.3575374901342,841.3575374901342,0,1,1,0,1,0,2
1210,1,1,4,0,36,2,3,No corresponde,No corresponde,2,0,3,15000,3,400,3,15400,2,15400,5133,1,1,1,4,4,4,1,2,236.7797947908445,6.314127861089187,243.0939226519337,243.0939226519337,81.02604577742699,1,0,0,1,1,0,1
1210,1,2,4,0,3,1,2,Padre no vive en el hogar,1,1,1,0,0,0,0,0,0,2,15400,5133,2,1,1,6,0,0,1,0,0.0,0.0,0.0,243.0939226519337,81.02604577742699,1,0,1,0,1,0,4
1210,1,3,4,0,13,1,2,Padre no vive en el hogar,1,1,1,1,0,1,0,1,0,2,15400,5133,0,3,11,0,7,0,1,0,0.0,0.0,0.0,243.0939226519337,81.02604577742699,0,1,1,0,1,0,4
1211,1,1,1,1,36,2,5,No corresponde,No corresponde,2,0,2,30000,1,0,2,30000,1,32800,10933,1,1,1,2,7,4,4,0,473.559589581689,0.0,473.559589581689,517.7584846093133,172.5808997632202,0,1,1,0,0,1,2
1211,1,2,1,1,32,0,5,No corresponde,No corresponde,0,1,1,0,3,2800,3,2800,1,32800,10933,1,1,1,0,8,4,4,1,0.0,44.19889502762431,44.19889502762431,517.7584846093133,172.5808997632202,1,0,0,1,0,1,3
1211,1,3,1,1,5,1,2,1,2,1,1,0,0,0,0,0,0,1,32800,10933,0,0,9,6,0,0,4,0,0.0,0.0,0.0,517.7584846093133,172.5808997632202,1,0,1,0,0,1,4
1212,1,1,1,1,36,2,0,No corresponde,No corresponde,0,1,3,12000,1,0,3,12000,2,12000,3000,1,1,1,4,5,4,1,0,189.4238358326756,0.0,189.4238358326756,189.4238358326756,47.355958958168905,0,1,1,0,1,0,3
1212,1,2,1,1,30,0,0,No corresponde,No corresponde,0,1,1,0,1,0,1,0,2,12000,3000,1,1,1,3,12,4,4,2,0.0,0.0,0.0,189.4238358326756,47.355958958168905,1,0,0,1,0,1,4
1212,1,3,1,1,5,1,2,1,2,1,1,0,0,0,0,0,0,2,12000,3000,0,2,9,6,0,0,4,0,0.0,0.0,0.0,189.4238358326756,47.355958958168905,1,0,1,0,0,1,4
1212,1,4,1,1,1,1,2,1,2,1,1,0,0,0,0,0,0,2,12000,3000,2,1,1,6,0,0,4,0,0.0,0.0,0.0,189.4238358326756,47.355958958168905,1,0,1,0,0,1,4
1213,1,1,7,1,36,2,0,No corresponde,No corresponde,2,0,3,25000,1,0,3,25000,2,26000,6500,1,1,1,2,7,4,1,0,394.6329913180742,0.0,394.6329913180742,410.4183109707972,102.60457774269928,0,1,1,0,1,0,1
1213,1,2,7,1,25,0,0,No corresponde,No corresponde,1,1,3,1000,1,0,3,1000,2,26000,6500,1,1,1,0,10,4,1,2,15.785319652722968,0.0,15.785319652722968,410.4183109707972,102.60457774269928,1,0,0,1,1,0,3
1213,1,3,7,1,4,1,2,1,2,1,1,0,0,0,0,0,0,2,26000,6500,0,0,8,6,0,0,1,0,0.0,0.0,0.0,410.4183109707972,102.60457774269928,1,0,1,0,1,0,4
1213,1,4,7,1,1,1,2,1,2,1,1,0,0,0,0,0,0,2,26000,6500,2,1,1,6,0,0,1,0,0.0,0.0,0.0,410.4183109707972,102.60457774269928,0,1,1,0,1,0,4
1214,1,1,5,0,36,2,5,No corresponde,No corresponde,2,0,3,22000,1,0,3,22000,2,47000,15667,1,1,1,3,12,2,1,1,347.27703235990526,0.0,347.27703235990526,741.9100236779794,247.30860299921076,1,0,0,1,1,0,1
1214,1,2,5,0,47,0,5,No corresponde,No corresponde,2,0,3,25000,1,0,3,25000,2,47000,15667,1,1,1,3,12,1,1,0,394.6329913180742,0.0,394.6329913180742,741.9100236779794,247.30860299921076,0,1,1,0,1,0,1
1214,1,3,5,0,1,1,2,2,1,1,1,0,0,0,0,0,0,2,47000,15667,2,1,1,6,0,2,1,0,0.0,0.0,0.0,741.9100236779794,247.30860299921076,1,0,1,0,1,0,4
1215,1,1,3,0,36,2,0,No corresponde,No corresponde,2,0,3,18500,1,0,3,18500,2,37500,9375,1,1,1,3,12,5,1,0,292.0284135753749,0.0,292.0284135753749,591.9494869771113,147.98737174427782,0,1,1,0,1,0,1
1215,1,2,3,0,34,0,0,No corresponde,No corresponde,2,0,3,19000,1,0,3,19000,2,37500,9375,1,1,1,3,12,5,1,2,299.92107340173635,0.0,299.92107340173635,591.9494869771113,147.98737174427782,1,0,0,1,1,0,1
1215,1,3,3,0,12,1,2,1,2,1,1,1,0,1,0,1,0,2,37500,9375,0,0,5,4,5,5,1,0,0.0,0.0,0.0,591.9494869771113,147.98737174427782,0,1,1,0,1,0,4
1215,1,4,3,0,0,1,2,1,2,1,1,0,0,0,0,0,0,2,37500,9375,2,1,1,6,0,0,1,0,0.0,0.0,0.0,591.9494869771113,147.98737174427782,0,1,1,0,1,0,4
1216,1,1,3,0,36,2,5,No corresponde,No corresponde,2,0,2,18259,1,0,2,18259,1,35259,17630,1,1,1,0,7,6,1,2,288.22415153906866,0.0,288.22415153906866,556.5745856353591,278.2951854775059,1,0,0,1,1,0,1
1216,1,2,3,0,40,0,5,No corresponde,No corresponde,2,0,3,17000,1,0,3,17000,1,35259,17630,1,1,1,0,8,6,1,0,268.3504340962904,0.0,268.3504340962904,556.5745856353591,278.2951854775059,0,1,1,0,1,0,1
1217,1,1,3,0,36,2,4,No corresponde,No corresponde,2,0,3,5000,1,0,3,5000,2,65000,32500,1,1,1,0,11,0,2,0,78.92659826361484,0.0,78.92659826361484,1026.0457774269928,513.0228887134964,0,1,1,0,1,0,3
1217,1,2,3,0,71,6,6,No corresponde,No corresponde,1,1,1,0,3,60000,3,60000,2,65000,32500,1,1,1,0,11,0,1,0,0.0,947.119179163378,947.119179163378,1026.0457774269928,513.0228887134964,0,1,1,0,1,0,2
1218,1,1,7,1,36,2,5,No corresponde,No corresponde,0,1,1,0,3,3800,3,3800,2,6300,1260,1,1,1,3,12,4,4,3,0.0,59.98421468034728,59.98421468034728,99.4475138121547,19.88950276243094,1,0,0,1,0,1,3
1218,1,2,7,1,36,0,5,No corresponde,No corresponde,2,0,1,0,1,0,1,0,2,6300,1260,1,1,1,0,9,6,4,0,0.0,0.0,0.0,99.4475138121547,19.88950276243094,0,1,1,0,0,1,4
1218,1,3,7,1,16,1,4,Padre no vive en el hogar,1,1,1,1,0,3,2500,3,2500,2,6300,1260,0,0,11,0,8,0,4,0,0.0,39.46329913180742,39.46329913180742,99.4475138121547,19.88950276243094,1,0,1,0,0,1,3
1218,1,4,7,1,1,1,2,2,1,1,1,0,0,0,0,0,0,2,6300,1260,2,1,1,6,0,0,4,0,0.0,0.0,0.0,99.4475138121547,19.88950276243094,0,1,1,0,0,1,4
1218,1,5,7,1,0,1,2,2,1,1,1,0,0,0,0,0,0,2,6300,1260,2,1,1,6,0,0,4,0,0.0,0.0,0.0,99.4475138121547,19.88950276243094,0,1,1,0,0,1,4
1219,1,1,8,1,36,2,5,No corresponde,No corresponde,2,0,3,9200,1,0,3,9200,2,29200,9733,1,1,1,3,12,4,4,1,145.2249408050513,0.0,145.2249408050513,460.9313338595106,153.63851617995263,1,0,0,1,0,1,3
1219,1,2,8,1,11,1,2,Padre no vive en el hogar,1,1,1,1,0,1,0,1,0,2,29200,9733,0,3,5,4,4,0,4,0,0.0,0.0,0.0,460.9313338595106,153.63851617995263,0,1,1,0,0,1,4
1219,1,3,8,1,29,0,5,No corresponde,No corresponde,2,0,3,20000,1,0,3,20000,2,29200,9733,1,1,1,2,7,4,4,0,315.70639305445934,0.0,315.70639305445934,460.9313338595106,153.63851617995263,0,1,1,0,0,1,1
1220,1,1,4,0,36,2,4,No corresponde,No corresponde,2,0,3,18000,1,0,3,18000,2,21000,7000,1,1,1,0,11,1,1,2,284.1357537490134,0.0,284.1357537490134,331.4917127071824,110.49723756906076,1,0,0,1,1,0,1
1220,1,2,4,0,19,1,4,Padre no vive en el hogar,1,0,1,1,0,3,3000,3,3000,2,21000,7000,0,0,11,0,11,0,1,0,0.0,47.355958958168905,47.355958958168905,331.4917127071824,110.49723756906076,0,1,1,0,1,0,3
1220,1,3,4,0,7,1,2,Padre no vive en el hogar,1,1,1,0,0,0,0,0,0,2,21000,7000,0,0,5,4,1,0,1,0,0.0,0.0,0.0,331.4917127071824,110.49723756906076,0,1,1,0,1,0,4
1221,1,1,11,0,36,2,5,No corresponde,No corresponde,2,4,3,23000,1,0,3,23000,2,23000,5750,1,1,1,3,12,5,1,0,363.06235201262825,0.0,363.06235201262825,363.06235201262825,90.76558800315706,0,1,1,0,1,0,1
1221,1,2,11,0,27,0,5,No corresponde,No corresponde,2,3,1,0,1,0,1,0,2,23000,5750,1,1,1,0,9,5,1,2,0.0,0.0,0.0,363.06235201262825,90.76558800315706,1,0,0,1,1,0,4
1221,1,3,11,0,7,1,2,1,2,1,1,0,0,0,0,0,0,2,23000,5750,0,0,5,4,0,5,1,0,0.0,0.0,0.0,363.06235201262825,90.76558800315706,0,1,1,0,1,0,4
1221,1,4,11,0,1,1,2,1,2,1,1,0,0,0,0,0,0,2,23000,5750,2,1,1,6,0,0,1,0,0.0,0.0,0.0,363.06235201262825,90.76558800315706,0,1,1,0,1,0,4
1222,1,1,3,0,36,2,5,No corresponde,No corresponde,2,0,3,31000,1,0,3,31000,2,66000,22000,1,1,1,3,12,1,1,0,489.344909234412,0.0,489.344909234412,1041.8310970797158,347.27703235990526,0,1,1,0,1,0,2
1222,1,2,3,0,34,0,5,No corresponde,No corresponde,2,0,3,35000,1,0,3,35000,2,66000,22000,1,1,1,0,11,0,3,1,552.4861878453039,0.0,552.4861878453039,1041.8310970797158,347.27703235990526,1,0,0,1,1,0,2
1222,1,3,3,0,2,1,2,1,2,1,1,0,0,0,0,0,0,2,66000,22000,2,1,1,6,0,0,3,0,0.0,0.0,0.0,1041.8310970797158,347.27703235990526,1,0,1,0,1,0,4
1223,1,1,3,0,36,2,3,No corresponde,No corresponde,2,0,3,18000,1,0,3,18000,2,18000,6000,1,1,1,0,9,1,4,0,284.1357537490134,0.0,284.1357537490134,284.1357537490134,94.7119179163378,0,1,1,0,0,1,1
1223,1,2,3,0,11,1,2,1,Madre no vive en el hogar,1,1,1,0,1,0,1,0,2,18000,6000,0,0,5,4,5,0,4,0,0.0,0.0,0.0,284.1357537490134,94.7119179163378,0,1,1,0,0,1,4
1223,1,3,3,0,10,1,2,1,Madre no vive en el hogar,1,1,1,0,1,0,1,0,2,18000,6000,0,0,5,4,3,0,4,0,0.0,0.0,0.0,284.1357537490134,94.7119179163378,0,1,1,0,0,1,4
1224,1,1,7,0,36,2,0,No corresponde,No corresponde,2,0,3,62000,1,0,3,62000,2,62000,31000,1,1,1,3,12,0,1,0,978.689818468824,0.0,978.689818468824,978.689818468824,489.344909234412,0,1,1,0,1,0,2
1224,1,2,7,0,37,0,0,No corresponde,No corresponde,0,1,1,0,1,0,1,0,2,62000,31000,1,1,1,1,14,6,1,0,0.0,0.0,0.0,978.689818468824,489.344909234412,1,0,1,0,1,0,4
1225,1,1,10,0,36,2,0,No corresponde,No corresponde,2,4,3,5000,1,0,3,5000,1,84000,16800,1,1,1,3,12,5,4,0,78.92659826361484,0.0,78.92659826361484,1325.966850828729,265.1933701657459,0,1,1,0,0,1,3
1225,1,2,10,0,29,4,0,No corresponde,No corresponde,2,4,2,30000,1,0,2,30000,1,84000,16800,1,1,1,2,7,5,4,0,473.559589581689,0.0,473.559589581689,1325.966850828729,265.1933701657459,0,1,1,0,0,1,2
1225,1,3,10,0,49,4,0,No corresponde,No corresponde,2,4,2,16000,1,0,2,16000,1,84000,16800,1,1,1,2,7,5,4,0,252.56511444356747,0.0,252.56511444356747,1325.966850828729,265.1933701657459,0,1,1,0,0,1,1
1225,1,4,10,0,27,4,4,No corresponde,No corresponde,2,4,2,15000,1,0,2,15000,1,84000,16800,1,1,1,3,12,5,4,0,236.7797947908445,0.0,236.7797947908445,1325.966850828729,265.1933701657459,0,1,1,0,0,1,1
1225,1,5,10,0,29,4,0,No corresponde,No corresponde,2,4,2,18000,1,0,2,18000,1,84000,16800,1,1,1,3,12,5,4,0,284.1357537490134,0.0,284.1357537490134,1325.966850828729,265.1933701657459,0,1,1,0,0,1,1
1226,1,1,1,1,36,2,0,No corresponde,No corresponde,2,4,3,10000,1,0,3,10000,2,10000,2000,1,1,1,3,12,4,1,0,157.85319652722967,0.0,157.85319652722967,157.85319652722967,31.570639305445933,0,1,1,0,1,0,3
1226,1,2,1,1,37,0,0,No corresponde,No corresponde,1,1,1,0,1,0,1,0,2,10000,2000,1,1,1,3,12,4,4,3,0.0,0.0,0.0,157.85319652722967,31.570639305445933,1,0,0,1,0,1,4
1226,1,3,1,1,14,1,4,1,2,1,1,1,0,1,0,1,0,2,10000,2000,0,0,11,0,7,0,4,0,0.0,0.0,0.0,157.85319652722967,31.570639305445933,0,1,1,0,0,1,4
1226,1,4,1,1,2,1,2,1,2,1,1,0,0,0,0,0,0,2,10000,2000,2,1,1,6,0,0,4,0,0.0,0.0,0.0,157.85319652722967,31.570639305445933,0,1,1,0,0,1,4
1226,1,5,1,1,0,1,2,1,2,1,1,0,0,0,0,0,0,2,10000,2000,2,1,1,6,0,0,4,0,0.0,0.0,0.0,157.85319652722967,31.570639305445933,1,0,1,0,0,1,4
1227,1,1,8,0,36,2,5,No corresponde,No corresponde,1,1,1,0,1,0,1,0,2,21000,7000,1,1,1,0,8,0,4,1,0.0,0.0,0.0,331.4917127071824,110.49723756906076,1,0,0,1,0,1,4
1227,1,2,8,0,27,0,5,No corresponde,No corresponde,2,0,3,21000,1,0,3,21000,2,21000,7000,1,1,1,3,12,0,1,0,331.4917127071824,0.0,331.4917127071824,331.4917127071824,110.49723756906076,0,1,1,0,1,0,1
1227,1,3,8,0,5,1,2,2,1,1,1,0,0,0,0,0,0,2,21000,7000,0,0,8,6,0,0,4,0,0.0,0.0,0.0,331.4917127071824,110.49723756906076,0,1,1,0,0,1,4
1228,1,1,4,0,36,2,5,No corresponde,No corresponde,2,0,3,38500,1,0,3,38500,2,38500,9625,1,1,1,3,12,1,1,0,607.7348066298342,0.0,607.7348066298342,607.7348066298342,151.93370165745856,0,1,1,0,1,0,2
1228,1,2,4,0,26,0,5,No corresponde,No corresponde,0,1,1,0,1,0,1,0,2,38500,9625,1,1,1,0,11,1,1,2,0.0,0.0,0.0,607.7348066298342,151.93370165745856,1,0,0,1,1,0,4
1228,1,3,4,0,3,1,2,1,2,1,1,0,0,0,0,0,0,2,38500,9625,0,0,7,6,0,0,1,0,0.0,0.0,0.0,607.7348066298342,151.93370165745856,1,0,1,0,1,0,4
1228,1,4,4,0,3,1,2,1,2,1,1,0,0,0,0,0,0,2,38500,9625,0,0,7,6,0,0,1,0,0.0,0.0,0.0,607.7348066298342,151.93370165745856,1,0,1,0,1,0,4
1229,1,1,7,0,36,2,3,No corresponde,No corresponde,2,0,3,30000,3,16000,3,46000,2,46000,11500,1,1,1,0,10,1,1,3,473.559589581689,252.56511444356747,726.1247040252565,726.1247040252565,181.53117600631413,1,0,0,1,1,0,2
1229,1,2,7,0,15,1,4,Padre no vive en el hogar,1,1,1,1,0,1,0,1,0,2,46000,11500,0,0,11,0,10,0,1,0,0.0,0.0,0.0,726.1247040252565,181.53117600631413,1,0,1,0,1,0,4
1229,1,3,7,0,14,1,4,Padre no vive en el hogar,1,1,1,1,0,1,0,1,0,2,46000,11500,0,0,11,0,8,0,1,0,0.0,0.0,0.0,726.1247040252565,181.53117600631413,0,1,1,0,1,0,4
1229,1,4,7,0,6,1,2,Padre no vive en el hogar,1,1,1,0,0,0,0,0,0,2,46000,11500,0,0,9,6,0,0,1,0,0.0,0.0,0.0,726.1247040252565,181.53117600631413,1,0,1,0,1,0,4
1230,1,1,11,0,36,2,5,No corresponde,No corresponde,2,0,3,27000,1,0,3,27000,2,57000,19000,1,1,1,3,12,0,3,0,426.2036306235201,0.0,426.2036306235201,899.7632202052091,299.92107340173635,0,1,1,0,1,0,1
1230,1,2,11,0,34,0,5,No corresponde,No corresponde,2,0,3,30000,1,0,3,30000,2,57000,19000,1,1,1,3,12,0,3,1,473.559589581689,0.0,473.559589581689,899.7632202052091,299.92107340173635,1,0,0,1,1,0,2
1230,1,3,11,0,0,1,2,1,2,1,1,0,0,0,0,0,0,2,57000,19000,2,1,1,6,0,0,3,0,0.0,0.0,0.0,899.7632202052091,299.92107340173635,1,0,1,0,1,0,4
1231,1,1,8,0,36,2,5,No corresponde,No corresponde,2,0,3,20000,1,0,3,20000,2,29000,5800,1,1,1,0,9,4,4,0,315.70639305445934,0.0,315.70639305445934,457.7742699289661,91.55485398579322,0,1,1,0,0,1,1
1231,1,2,8,0,35,0,5,No corresponde,No corresponde,0,1,1,0,3,9000,3,9000,2,29000,5800,1,1,1,3,12,4,4,3,0.0,142.0678768745067,142.0678768745067,457.7742699289661,91.55485398579322,1,0,0,1,0,1,3
1231,1,3,8,0,13,1,2,1,2,1,1,1,0,1,0,1,0,2,29000,5800,0,0,5,4,6,0,4,0,0.0,0.0,0.0,457.7742699289661,91.55485398579322,1,0,1,0,0,1,4
1231,1,4,8,0,10,1,2,1,2,1,1,1,0,1,0,1,0,2,29000,5800,0,0,5,4,4,0,4,0,0.0,0.0,0.0,457.7742699289661,91.55485398579322,1,0,1,0,0,1,4
1231,1,5,8,0,4,1,2,1,2,1,1,0,0,0,0,0,0,2,29000,5800,0,0,8,6,0,0,4,0,0.0,0.0,0.0,457.7742699289661,91.55485398579322,0,1,1,0,0,1,4
1232,1,1,15,0,36,2,5,No corresponde,No corresponde,1,1,1,0,3,20000,3,20000,2,38000,12667,1,1,1,3,12,0,2,1,0.0,315.70639305445934,315.70639305445934,599.8421468034727,199.95264404104185,1,0,0,1,1,0,1
1232,1,2,15,0,43,0,5,No corresponde,No corresponde,2,4,3,18000,1,0,3,18000,2,38000,12667,1,1,1,3,12,0,2,0,284.1357537490134,0.0,284.1357537490134,599.8421468034727,199.95264404104185,0,1,1,0,1,0,1
1232,1,3,15,0,3,1,2,2,1,1,1,0,0,0,0,0,0,2,38000,12667,0,0,7,6,0,0,2,0,0.0,0.0,0.0,599.8421468034727,199.95264404104185,1,0,1,0,1,0,4
1233,1,1,1,0,36,2,5,No corresponde,No corresponde,2,0,3,20000,1,0,3,20000,2,26800,5360,1,1,1,3,12,1,1,0,315.70639305445934,0.0,315.70639305445934,423.0465666929756,84.6093133385951,0,1,1,0,1,0,1
1233,1,2,1,0,36,0,5,No corresponde,No corresponde,1,1,1,0,3,2500,3,2500,2,26800,5360,1,1,1,3,12,0,1,3,0.0,39.46329913180742,39.46329913180742,423.0465666929756,84.6093133385951,1,0,0,1,1,0,3
1233,1,3,1,0,16,1,4,1,2,1,1,1,0,3,4300,3,4300,2,26800,5360,0,0,11,0,8,0,1,0,0.0,67.87687450670876,67.87687450670876,423.0465666929756,84.6093133385951,1,0,1,0,1,0,3
1233,1,4,1,0,13,1,2,1,2,1,1,1,0,1,0,1,0,2,26800,5360,0,2,11,0,7,0,1,0,0.0,0.0,0.0,423.0465666929756,84.6093133385951,1,0,1,0,1,0,4
1233,1,5,1,0,4,1,2,1,2,1,1,0,0,0,0,0,0,2,26800,5360,0,2,8,6,0,0,1,0,0.0,0.0,0.0,423.0465666929756,84.6093133385951,0,1,1,0,1,0,4
1234,1,1,4,0,36,2,5,No corresponde,No corresponde,2,4,3,15000,1,0,3,15000,2,37000,12333,1,1,1,3,12,4,4,0,236.7797947908445,0.0,236.7797947908445,584.0568271507498,194.68034727703235,0,1,1,0,0,1,1
